SourceIdentifier,VendorGivenName,BACnetName,BACnetDescription,BACnetUnit,BACnetTypeStr
505_0_3000989,EBU3B.RM-B260A..DMPR-POS,NAE 05 N2 1 VMA 107 DMPR POS,Damper Position,98,Analog Input
506_0_3001308,EBU3B.RM-2208..ZN-T,NAE 06 N2 1 VMA108 ZN T,Zone Temperature,64,Analog Input
506_0_3002996,EBU3B.RM-3130..ZN-T,NAE 06 N2 2 VMA108 ZN T,Zone Temperature,64,Analog Input
505_0_3001004,EBU3B.RM-B275..ZN-T,NAE 05 N2 1 VMA 108 ZN T,Zone Temperature,64,Analog Input
506_0_3001314,EBU3B.RM-2208..SUP-FLOW,NAE 06 N2 1 VMA108 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3003002,EBU3B.RM-3130..SUP-FLOW,NAE 06 N2 2 VMA108 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001010,EBU3B.RM-B275..SUP-FLOW,NAE 05 N2 1 VMA 108 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001312,EBU3B.RM-2208..ACTHTGSP,NAE 06 N2 1 VMA108 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3003000,EBU3B.RM-3130..ACTHTGSP,NAE 06 N2 2 VMA108 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001008,EBU3B.RM-B275..ACTHTGSP,NAE 05 N2 1 VMA 108 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3001311,EBU3B.RM-2208..ACTCLGSP,NAE 06 N2 1 VMA108 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3002999,EBU3B.RM-3130..ACTCLGSP,NAE 06 N2 2 VMA108 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001007,EBU3B.RM-B275..ACTCLGSP,NAE 05 N2 1 VMA 108 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001313,EBU3B.RM-2208..DMPR-POS,NAE 06 N2 1 VMA108 DMPR POS,Damper Position,98,Analog Input
506_0_3003001,EBU3B.RM-3130..DMPR-POS,NAE 06 N2 2 VMA108 DMPR POS,Damper Position,98,Analog Input
505_0_3001009,EBU3B.RM-B275..DMPR-POS,NAE 05 N2 1 VMA 108 DMPR POS,Damper Position,98,Analog Input
505_0_3001742,EBU3B.RM-1213..ZN-T,NAE 05 N2 2 VMA 109 ZN T,Zone Temperature,64,Analog Input
506_0_3001328,EBU3B.RM-2214..ZN-T,NAE 06 N2 1 VMA109 ZN T,Zone Temperature,64,Analog Input
506_0_3003016,EBU3B.RM-3128..ZN-T,NAE 06 N2 2 VMA109 ZN T,Zone Temperature,64,Analog Input
505_0_3001024,EBU3B.RM-B222..ZN-T,NAE 05 N2 1 VMA 109 ZN T,Zone Temperature / Elec Room,64,Analog Input
505_0_3001747,EBU3B.RM-1213..SUP-FLOW,NAE 05 N2 2 VMA 109 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001334,EBU3B.RM-2214..SUP-FLOW,NAE 06 N2 1 VMA109 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3003022,EBU3B.RM-3128..SUP-FLOW,NAE 06 N2 2 VMA109 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001029,EBU3B.RM-B222..SUP-FLOW,NAE 05 N2 1 VMA 109 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001332,EBU3B.RM-2214..ACTHTGSP,NAE 06 N2 1 VMA109 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3003020,EBU3B.RM-3128..ACTHTGSP,NAE 06 N2 2 VMA109 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001745,EBU3B.RM-1213..ACTCLGSP,NAE 05 N2 2 VMA 109 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001331,EBU3B.RM-2214..ACTCLGSP,NAE 06 N2 1 VMA109 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3003019,EBU3B.RM-3128..ACTCLGSP,NAE 06 N2 2 VMA109 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001027,EBU3B.RM-B222..ACTCLGSP,NAE 05 N2 1 VMA 109 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001746,EBU3B.RM-1213..DMPR-POS,NAE 05 N2 2 VMA 109 DMPR POS,Damper Position,98,Analog Input
506_0_3001333,EBU3B.RM-2214..DMPR-POS,NAE 06 N2 1 VMA109 DMPR POS,Damper Position,98,Analog Input
506_0_3003021,EBU3B.RM-3128..DMPR-POS,NAE 06 N2 2 VMA109 DMPR POS,Damper Position,98,Analog Input
505_0_3001028,EBU3B.RM-B222..DMPR-POS,NAE 05 N2 1 VMA 109 DMPR POS,Damper Position,98,Analog Input
505_0_3001759,EBU3B.RM-1213A..ZN-T,NAE 05 N2 2 VMA 110 ZN T,Zone Temperature,64,Analog Input
506_0_3001348,EBU3B.RM-2221..ZN-T,NAE 06 N2 1 VMA110 ZN T,Zone Temperature,64,Analog Input
506_0_3003036,EBU3B.RM-3126..ZN-T,NAE 06 N2 2 VMA110 ZN T,Zone Temperature,64,Analog Input
505_0_3001041,EBU3B.RM-B224..ZN-T,NAE 05 N2 1 VMA 110 ZN T,Zone Temperature,64,Analog Input
505_0_3001764,EBU3B.RM-1213A..SUP-FLOW,NAE 05 N2 2 VMA 110 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001354,EBU3B.RM-2221..SUP-FLOW,NAE 06 N2 1 VMA110 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3003042,EBU3B.RM-3126..SUP-FLOW,NAE 06 N2 2 VMA110 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001046,EBU3B.RM-B224..SUP-FLOW,NAE 05 N2 1 VMA 110 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001352,EBU3B.RM-2221..ACTHTGSP,NAE 06 N2 1 VMA110 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3003040,EBU3B.RM-3126..ACTHTGSP,NAE 06 N2 2 VMA110 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001762,EBU3B.RM-1213A..ACTCLGSP,NAE 05 N2 2 VMA 110 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001351,EBU3B.RM-2221..ACTCLGSP,NAE 06 N2 1 VMA110 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3003039,EBU3B.RM-3126..ACTCLGSP,NAE 06 N2 2 VMA110 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001044,EBU3B.RM-B224..ACTCLGSP,NAE 05 N2 1 VMA 110 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001763,EBU3B.RM-1213A..DMPR-POS,NAE 05 N2 2 VMA 110 DMPR POS,Damper Position,98,Analog Input
506_0_3001353,EBU3B.RM-2221..DMPR-POS,NAE 06 N2 1 VMA110 DMPR POS,Damper Position,98,Analog Input
506_0_3003041,EBU3B.RM-3126..DMPR-POS,NAE 06 N2 2 VMA110 DMPR POS,Damper Position,98,Analog Input
505_0_3001045,EBU3B.RM-B224..DMPR-POS,NAE 05 N2 1 VMA 110 DMPR POS,Damper Position,98,Analog Input
506_0_3001368,EBU3B.RM-2218..ZN-T,NAE 06 N2 1 VMA111 ZN T,Zone Temperature,64,Analog Input
506_0_3003056,EBU3B.RM-3122..ZN-T,NAE 06 N2 2 VMA111 ZN T,Zone Temperature,64,Analog Input
505_0_3001058,EBU3B.RM-B200B..ZN-T,NAE 05 N2 1 VMA 111 ZN T,Zone Temperature,64,Analog Input
506_0_3001374,EBU3B.RM-2218..SUP-FLOW,NAE 06 N2 1 VMA111 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3003062,EBU3B.RM-3122..SUP-FLOW,NAE 06 N2 2 VMA111 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001064,EBU3B.RM-B200B..SUP-FLOW,NAE 05 N2 1 VMA 111 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001372,EBU3B.RM-2218..ACTHTGSP,NAE 06 N2 1 VMA111 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3003060,EBU3B.RM-3122..ACTHTGSP,NAE 06 N2 2 VMA111 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001062,EBU3B.RM-B200B..ACTHTGSP,NAE 05 N2 1 VMA 111 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3001371,EBU3B.RM-2218..ACTCLGSP,NAE 06 N2 1 VMA111 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3003059,EBU3B.RM-3122..ACTCLGSP,NAE 06 N2 2 VMA111 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001061,EBU3B.RM-B200B..ACTCLGSP,NAE 05 N2 1 VMA 111 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001373,EBU3B.RM-2218..DMPR-POS,NAE 06 N2 1 VMA111 DMPR POS,Damper Position,98,Analog Input
506_0_3003061,EBU3B.RM-3122..DMPR-POS,NAE 06 N2 2 VMA111 DMPR POS,Damper Position,98,Analog Input
505_0_3001063,EBU3B.RM-B200B..DMPR-POS,NAE 05 N2 1 VMA 111 DMPR POS,Damper Position,98,Analog Input
505_0_3001793,EBU3B.RM-1217..ZN-T,NAE 05 N2 2 VMA 112 ZN T,Zone Temperature,64,Analog Input
506_0_3001388,EBU3B.RM-2226..ZN-T,NAE 06 N2 1 VMA112 ZN T,Zone Temperature,64,Analog Input
506_0_3003076,EBU3B.RM-3118..ZN-T,NAE 06 N2 2 VMA112 ZN T,Zone Temperature,64,Analog Input
505_0_3000070,EBU3B.RM-B200C..ZN-T,NAE 05 N2 1 VMA 112 ZN T,Zone Temperature,64,Analog Input
505_0_3001798,EBU3B.RM-1217..SUP-FLOW,NAE 05 N2 2 VMA 112 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001394,EBU3B.RM-2226..SUP-FLOW,NAE 06 N2 1 VMA112 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3003082,EBU3B.RM-3118..SUP-FLOW,NAE 06 N2 2 VMA112 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3000076,EBU3B.RM-B200C..SUP-FLOW,NAE 05 N2 1 VMA 112 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3002784,EBU3B.RM-1217..ACTHTGSP,NAE 05 N2 2 VMA 112 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3001392,EBU3B.RM-2226..ACTHTGSP,NAE 06 N2 1 VMA112 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3003080,EBU3B.RM-3118..ACTHTGSP,NAE 06 N2 2 VMA112 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3000074,EBU3B.RM-B200C..ACTHTGSP,NAE 05 N2 1 VMA 112 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001796,EBU3B.RM-1217..ACTCLGSP,NAE 05 N2 2 VMA 112 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001391,EBU3B.RM-2226..ACTCLGSP,NAE 06 N2 1 VMA112 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3003079,EBU3B.RM-3118..ACTCLGSP,NAE 06 N2 2 VMA112 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3000073,EBU3B.RM-B200C..ACTCLGSP,NAE 05 N2 1 VMA 112 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001797,EBU3B.RM-1217..DMPR-POS,NAE 05 N2 2 VMA 112 DMPR POS,Damper Position,98,Analog Input
506_0_3001393,EBU3B.RM-2226..DMPR-POS,NAE 06 N2 1 VMA112 DMPR POS,Damper Position,98,Analog Input
506_0_3003081,EBU3B.RM-3118..DMPR-POS,NAE 06 N2 2 VMA112 DMPR POS,Damper Position,98,Analog Input
505_0_3000075,EBU3B.RM-B200C..DMPR-POS,NAE 05 N2 1 VMA 112 DMPR POS,Damper Position,98,Analog Input
505_0_3001810,EBU3B.RM-1231..ZN-T,NAE 05 N2 2 VMA 113 ZN T,Zone Temperature,64,Analog Input
506_0_3001408,EBU3B.RM-2230..ZN-T,NAE 06 N2 1 VMA113 ZN T,Zone Temperature,64,Analog Input
506_0_3003096,EBU3B.RM-3111..ZN-T,NAE 06 N2 2 VMA113 ZN T,Zone Temperature,64,Analog Input
505_0_3000090,EBU3B.RM-B103..ZN-T,NAE 05 N2 1 VMA 113 ZN T,Zone Temperature / Elec Rm,64,Analog Input
505_0_3001816,EBU3B.RM-1231..SUP-FLOW,NAE 05 N2 2 VMA 113 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001414,EBU3B.RM-2230..SUP-FLOW,NAE 06 N2 1 VMA113 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3003102,EBU3B.RM-3111..SUP-FLOW,NAE 06 N2 2 VMA113 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3000095,EBU3B.RM-B103..SUP-FLOW,NAE 05 N2 1 VMA 113 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001814,EBU3B.RM-1231..ACTHTGSP,NAE 05 N2 2 VMA 113 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3001412,EBU3B.RM-2230..ACTHTGSP,NAE 06 N2 1 VMA113 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3003100,EBU3B.RM-3111..ACTHTGSP,NAE 06 N2 2 VMA113 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001813,EBU3B.RM-1231..ACTCLGSP,NAE 05 N2 2 VMA 113 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001411,EBU3B.RM-2230..ACTCLGSP,NAE 06 N2 1 VMA113 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3003099,EBU3B.RM-3111..ACTCLGSP,NAE 06 N2 2 VMA113 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3000093,EBU3B.RM-B103..ACTCLGSP,NAE 05 N2 1 VMA 113 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001815,EBU3B.RM-1231..DMPR-POS,NAE 05 N2 2 VMA 113 DMPR POS,Damper Position,98,Analog Input
506_0_3001413,EBU3B.RM-2230..DMPR-POS,NAE 06 N2 1 VMA113 DMPR POS,Damper Position,98,Analog Input
506_0_3003101,EBU3B.RM-3111..DMPR-POS,NAE 06 N2 2 VMA113 DMPR POS,Damper Position,98,Analog Input
505_0_3000094,EBU3B.RM-B103..DMPR-POS,NAE 05 N2 1 VMA 113 DMPR POS,Damper Position,98,Analog Input
505_0_3001830,EBU3B.RM-1229..ZN-T,NAE 05 N2 2 VMA 114 ZN T,Zone Temperature,64,Analog Input
506_0_3001429,EBU3B.RM-2232..ZN-T,NAE 06 N2 1 VMA114 ZN T,Zone Temperature,64,Analog Input
506_0_3003116,EBU3B.RM-3114..ZN-T,NAE 06 N2 2 VMA114 ZN T,Zone Temperature,64,Analog Input
505_0_3000107,EBU3B.RM-B103A..ZN-T,NAE 05 N2 1 VMA 114 ZN T,Zone Temperature / Elec Rm,64,Analog Input
505_0_3013650,EBU3B.SEVER ROOM.RM-T,NAE 05 N2 2 VMA 110 RM T,File Server Room Temperature,64,Analog Input
505_0_3015255,EBU3B.CRAC-1.TEMP,NAE 05 N2 2 VND 162 TEMP,Temperature,64,Analog Input
505_0_3015319,EBU3B.CRAC-2.TEMP,NAE 05 N2 2 VND 163 TEMP,Temperature,64,Analog Input
505_0_3015191,EBU3B.CRAC-3.TEMP,NAE 05 N2 2 VND 161 TEMP,Temperature,64,Analog Input
505_0_3015127,EBU3B.CRAC-4.TEMP,NAE 05 N2 2 VND 160 TEMP,Temperature,64,Analog Input
505_0_3000845,EBU3B.AH1-1.SA-SP,NAE 05 N2 1 DX 32 SA SP,Supply Static Press / Sensor in Rm 4234,95,Analog Input
505_0_3001836,EBU3B.RM-1229..SUP-FLOW,NAE 05 N2 2 VMA 114 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001435,EBU3B.RM-2232..SUP-FLOW,NAE 06 N2 1 VMA114 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3003122,EBU3B.RM-3114..SUP-FLOW,NAE 06 N2 2 VMA114 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3000112,EBU3B.RM-B103A..SUP-FLOW,NAE 05 N2 1 VMA 114 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001834,EBU3B.RM-1229..ACTHTGSP,NAE 05 N2 2 VMA 114 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3001433,EBU3B.RM-2232..ACTHTGSP,NAE 06 N2 1 VMA114 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3003120,EBU3B.RM-3114..ACTHTGSP,NAE 06 N2 2 VMA114 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001833,EBU3B.RM-1229..ACTCLGSP,NAE 05 N2 2 VMA 114 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001432,EBU3B.RM-2232..ACTCLGSP,NAE 06 N2 1 VMA114 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3003119,EBU3B.RM-3114..ACTCLGSP,NAE 06 N2 2 VMA114 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3000110,EBU3B.RM-B103A..ACTCLGSP,NAE 05 N2 1 VMA 114 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001835,EBU3B.RM-1229..DMPR-POS,NAE 05 N2 2 VMA 114 DMPR POS,Damper Position,98,Analog Input
506_0_3001434,EBU3B.RM-2232..DMPR-POS,NAE 06 N2 1 VMA114 DMPR POS,Damper Position,98,Analog Input
506_0_3003121,EBU3B.RM-3114..DMPR-POS,NAE 06 N2 2 VMA114 DMPR POS,Damper Position,98,Analog Input
505_0_3000111,EBU3B.RM-B103A..DMPR-POS,NAE 05 N2 1 VMA 114 DMPR POS,Damper Position,98,Analog Input
505_0_3001850,EBU3B.RM-1236..ZN-T,NAE 05 N2 2 VMA 115 ZN T,Zone Temperature,64,Analog Input
506_0_3001450,EBU3B.RM-2234..ZN-T,NAE 06 N2 1 VMA115 ZN T,Zone Temperature,64,Analog Input
506_0_3003136,EBU3B.RM-3110..ZN-T,NAE 06 N2 2 VMA115 ZN T,Zone Temperature,64,Analog Input
505_0_3026006,EBU3B.RM-B102C..ZN-T,NAE 05 N2 1 VMA 115 ZN T,Zone Temperature,64,Analog Input
505_0_3001856,EBU3B.RM-1236..SUP-FLOW,NAE 05 N2 2 VMA 115 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001456,EBU3B.RM-2234..SUP-FLOW,NAE 06 N2 1 VMA115 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3003142,EBU3B.RM-3110..SUP-FLOW,NAE 06 N2 2 VMA115 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001854,EBU3B.RM-1236..ACTHTGSP,NAE 05 N2 2 VMA 115 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3001454,EBU3B.RM-2234..ACTHTGSP,NAE 06 N2 1 VMA115 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3003140,EBU3B.RM-3110..ACTHTGSP,NAE 06 N2 2 VMA115 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001853,EBU3B.RM-1236..ACTCLGSP,NAE 05 N2 2 VMA 115 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001453,EBU3B.RM-2234..ACTCLGSP,NAE 06 N2 1 VMA115 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3003139,EBU3B.RM-3110..ACTCLGSP,NAE 06 N2 2 VMA115 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3026191,EBU3B.RM-B102C..ACTCLGSP,NAE 05 N2 1 VMA 115 ACTCLGSP,,64,Analog Input
505_0_3001855,EBU3B.RM-1236..DMPR-POS,NAE 05 N2 2 VMA 115 DMPR POS,Damper Position,98,Analog Input
506_0_3001455,EBU3B.RM-2234..DMPR-POS,NAE 06 N2 1 VMA115 DMPR POS,Damper Position,98,Analog Input
506_0_3003141,EBU3B.RM-3110..DMPR-POS,NAE 06 N2 2 VMA115 DMPR POS,Damper Position,98,Analog Input
505_0_3001870,EBU3B.RM-1230..ZN-T,NAE 05 N2 2 VMA 116 ZN T,Zone Temperature,64,Analog Input
506_0_3001471,EBU3B.RM-2236..ZN-T,NAE 06 N2 1 VMA116 ZN T,Zone Temperature,64,Analog Input
506_0_3003156,EBU3B.RM-3106..ZN-T,NAE 06 N2 2 VMA116 ZN T,Zone Temperature,64,Analog Input
505_0_3000143,EBU3B.RM-B210..ZN-T,NAE 05 N2 1 VMA 116 ZN T,Zone Temperature,64,Analog Input
505_0_3001876,EBU3B.RM-1230..SUP-FLOW,NAE 05 N2 2 VMA 116 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001477,EBU3B.RM-2236..SUP-FLOW,NAE 06 N2 1 VMA116 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3003162,EBU3B.RM-3106..SUP-FLOW,NAE 06 N2 2 VMA116 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3000149,EBU3B.RM-B210..SUP-FLOW,NAE 05 N2 1 VMA 116 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001874,EBU3B.RM-1230..ACTHTGSP,NAE 05 N2 2 VMA 116 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3001475,EBU3B.RM-2236..ACTHTGSP,NAE 06 N2 1 VMA116 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3003160,EBU3B.RM-3106..ACTHTGSP,NAE 06 N2 2 VMA116 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3000147,EBU3B.RM-B210..ACTHTGSP,NAE 05 N2 1 VMA 116 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001873,EBU3B.RM-1230..ACTCLGSP,NAE 05 N2 2 VMA 116 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001474,EBU3B.RM-2236..ACTCLGSP,NAE 06 N2 1 VMA116 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3003159,EBU3B.RM-3106..ACTCLGSP,NAE 06 N2 2 VMA116 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3000146,EBU3B.RM-B210..ACTCLGSP,NAE 05 N2 1 VMA 116 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001875,EBU3B.RM-1230..DMPR-POS,NAE 05 N2 2 VMA 116 DMPR POS,Damper Position,98,Analog Input
506_0_3001476,EBU3B.RM-2236..DMPR-POS,NAE 06 N2 1 VMA116 DMPR POS,Damper Position,98,Analog Input
506_0_3003161,EBU3B.RM-3106..DMPR-POS,NAE 06 N2 2 VMA116 DMPR POS,Damper Position,98,Analog Input
505_0_3000148,EBU3B.RM-B210..DMPR-POS,NAE 05 N2 1 VMA 116 DMPR POS,Damper Position,98,Analog Input
505_0_3014466,EBU3B.RMB210..CO2-Level,NAE 05 N2 1 VMA 116 CO2 LVL,CO2 Level,96,Analog Input
505_0_3001890,EBU3B.RM-1224..ZN-T,NAE 05 N2 2 VMA 117 ZN T,Zone Temperature,64,Analog Input
506_0_3001492,EBU3B.RM-2238..ZN-T,NAE 06 N2 1 VMA117 ZN T,Zone Temperature,64,Analog Input
506_0_3003176,EBU3B.RM-3102..ZN-T,NAE 06 N2 2 VMA117 ZN T,Zone Temperature,64,Analog Input
505_0_3000165,EBU3B.RM-B220..ZN-T,NAE 05 N2 1 VMA 117 ZN T,Zone Temperature,64,Analog Input
505_0_3001896,EBU3B.RM-1224..SUP-FLOW,NAE 05 N2 2 VMA 117 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001498,EBU3B.RM-2238..SUP-FLOW,NAE 06 N2 1 VMA117 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3003182,EBU3B.RM-3102..SUP-FLOW,NAE 06 N2 2 VMA117 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3000171,EBU3B.RM-B220..SUP-FLOW,NAE 05 N2 1 VMA 117 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001894,EBU3B.RM-1224..ACTHTGSP,NAE 05 N2 2 VMA 117 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3001496,EBU3B.RM-2238..ACTHTGSP,NAE 06 N2 1 VMA117 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3003180,EBU3B.RM-3102..ACTHTGSP,NAE 06 N2 2 VMA117 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3000169,EBU3B.RM-B220..ACTHTGSP,NAE 05 N2 1 VMA 117 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
505_0_3001893,EBU3B.RM-1224..ACTCLGSP,NAE 05 N2 2 VMA 117 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3001495,EBU3B.RM-2238..ACTCLGSP,NAE 06 N2 1 VMA117 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
506_0_3003179,EBU3B.RM-3102..ACTCLGSP,NAE 06 N2 2 VMA117 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3000168,EBU3B.RM-B220..ACTCLGSP,NAE 05 N2 1 VMA 117 ACTCLGSP,Actual Cooling Setpoint,64,Analog Input
505_0_3001895,EBU3B.RM-1224..DMPR-POS,NAE 05 N2 2 VMA 117 DMPR POS,Damper Position,98,Analog Input
506_0_3001497,EBU3B.RM-2238..DMPR-POS,NAE 06 N2 1 VMA117 DMPR POS,Damper Position,98,Analog Input
506_0_3003181,EBU3B.RM-3102..DMPR-POS,NAE 06 N2 2 VMA117 DMPR POS,Damper Position,98,Analog Input
505_0_3000170,EBU3B.RM-B220..DMPR-POS,NAE 05 N2 1 VMA 117 DMPR POS,Damper Position,98,Analog Input
505_0_3014456,EBU3B.RM-B220..CO2-Level,NAE 05 N2 1 VMA 117 CO2 LVL,CO2 Level,96,Analog Input
505_0_3001910,EBU3B.RM-1218..ZN-T,NAE 05 N2 2 VMA 118 ZN T,Zone Temperature,64,Analog Input
506_0_3001513,EBU3B.RM-2219..ZN-T,NAE 06 N2 1 VMA118 ZN T,Zone Temperature,64,Analog Input
506_0_3003196,EBU3B.RM-3107..ZN-T,NAE 06 N2 2 VMA118 ZN T,Zone Temperature,64,Analog Input
505_0_3000187,EBU3B.RM-B230..ZN-T,NAE 05 N2 1 VMA 118 ZN T,Zone Temperature,64,Analog Input
505_0_3001916,EBU3B.RM-1218..SUP-FLOW,NAE 05 N2 2 VMA 118 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3001519,EBU3B.RM-2219..SUP-FLOW,NAE 06 N2 1 VMA118 SUP FLOW,Actual Supply Flow,84,Analog Input
506_0_3003202,EBU3B.RM-3107..SUP-FLOW,NAE 06 N2 2 VMA118 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3000193,EBU3B.RM-B230..SUP-FLOW,NAE 05 N2 1 VMA 118 SUP FLOW,Actual Supply Flow,84,Analog Input
505_0_3001914,EBU3B.RM-1218..ACTHTGSP,NAE 05 N2 2 VMA 118 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
506_0_3001517,EBU3B.RM-2219..ACTHTGSP,NAE 06 N2 1 VMA118 ACTHTGSP,Actual Heating Setpoint,64,Analog Input
